row      NDB_No  FdGrp_Cd                                          Long_Desc  VITA_RAE
7837   28029      1800        GIRL SCOUTS, Caramel Dulce De Leche Cookies       NaN
7838   28030      1800                        GIRL SCOUTS, Chalet Cookies       NaN
7839   28031      1800                     GIRL SCOUTS, Do-si-dos Cookies       NaN
7840   28032      1800                        GIRL SCOUTS, Samoas Cookies       NaN
7841   28033      1800                     GIRL SCOUTS, Tagalongs Cookies       NaN
7842   28034      1800           GIRL SCOUTS, Thank U Berry Munch Cookies       NaN
7843   28035      1800                    GIRL SCOUTS, Thin Mints Cookies       NaN
7844   28036      1800                      GIRL SCOUTS, Trefoils Cookies       NaN
7845   28037      1800      JACKSON'S, Old Fashioned Lemon Jumble Cookies       NaN
7846   28038      1800            JACKSON'S, Old Fashioned Vanilla Wafers       NaN
7847   28039      1800                KASHI, TLC, Happy Trail Mix Cookies       NaN
7848   28040      1800         KASHI, TLC, Oatmeal Dark Chocolate Cookies       NaN
7849   28041      1800            KASHI, TLC, Oatmeal Raisin Flax Cookies       NaN
7851   28044      1800                  KEEBLER, ANIMALS, Frosted Cookies       NaN
7852   28045      1800                     KEEBLER, ANIMALS, Iced Cookies       NaN
7853   28046      1800                         KEEBLER, ANIMALS, Crackers       NaN
7854   28047      1800  KEEBLER, BAKER'S TREASURES, Chocolate Chip Coo...       NaN
7855   28048      1800  KEEBLER, BAKER'S TREASURES, Oatmeal Raisin Coo...       NaN
7856   28049      1800        KEEBLER, Cheese & Cheddar Sandwich Crackers       NaN
7857   28050      1800          KEEBLER, Club & Cheddar Sandwich Crackers       NaN
7858   28051      1800         KEEBLER, Cheese on Wheat Sandwich Crackers       NaN
7859   28052      1800    KEEBLER, CHIPS DELUXE, Chocolate Lovers Cookies       NaN
7860   28053      1800  KEEBLER, CHIPS DELUXE, Chocolate Malt Chunk Co...       NaN
7861   28054      1800             KEEBLER, CHIPS DELUXE, Coconut Cookies       NaN
7862   28055      1800  KEEBLER, CHIPS DELUXE, Dark Chocolate Chunk Co...       NaN
7863   28056      1800  KEEBLER, CHIPS DELUXE, Mini Chocolate Chip Coo...       NaN
7864   28057      1800  KEEBLER, CHIPS DELUXE, Oatmeal Chocolate Chip ...       NaN
7865   28058      1800  KEEBLER, CHIPS DELUXE, Original Chocolate Chip...       NaN
7866   28059      1800  KEEBLER, CHIPS DELUXE, Peanut Butter Cups Cookies       NaN
7867   28060      1800  KEEBLER, CHIPS DELUXE, Rainbow Chocolate Chip ...       NaN
7868   28061      1800  KEEBLER, CHIPS DELUXE, Rainbow Chocolate Chip ...       NaN
7869   28062      1800  KEEBLER, CHIPS DELUXE, Soft 'n Chewy Chocolate...       NaN
7870   28064      1800               KEEBLER, CLUB, Dash of Salt Crackers       NaN
7871   28065      1800             KEEBLER, CLUB, Minis Original Crackers       NaN
7872   28066      1800           KEEBLER, CLUB, Minis Multigrain Crackers       NaN
7873   28067      1800                 KEEBLER, CLUB, Multigrain Crackers       NaN
7874   28068      1800                   KEEBLER, CLUB, Original Crackers       NaN
7875   28069      1800                KEEBLER, CLUB, Reduced Fat Crackers       NaN
7876   28070      1800  KEEBLER, CLUB Crackers, Snack Sticks, Honey Wheat       NaN
7877   28071      1800     KEEBLER, CLUB Crackers, Snack Sticks, Original       NaN
7878   28072      1800  KEEBLER, Country Style Oatmeal Cookies with Ra...       NaN
7879   28073      1800                    KEEBLER, Danish Wedding Cookies       NaN
7880   28074      1800       KEEBLER, E.L. FUDGE, Butter Flavored Cookies       NaN
7881   28075      1800        KEEBLER, E.L. FUDGE, Double Stuffed Cookies       NaN
7882   28076      1800  KEEBLER, FUDGE SHOPPE, Cheesecake Middles, Dar...       NaN
7883   28077      1800  KEEBLER, FUDGE SHOPPE, Cheesecake Middles, Ori...       NaN
7884   28078      1800  KEEBLER, FUDGE SHOPPE, Mint Creme Middles, Cho...       NaN
7885   28079      1800      KEEBLER, FUDGE SHOPPE, Coconut Dreams Cookies       NaN
7886   28080      1800      KEEBLER, FUDGE SHOPPE, Deluxe Grahams Cookies       NaN
7887   28081      1800      KEEBLER, FUDGE SHOPPE, Caramel Filled Cookies       NaN
7888   28082      1800  KEEBLER, FUDGE SHOPPE, Peanut Creme Filled Coo...       NaN
7889   28083      1800  KEEBLER, FUDGE SHOPPE, Triple Fudge Filled Coo...       NaN
7890   28084      1800  KEEBLER, FUDGE SHOPPE, Fudge-Dipped Ice Cream ...       NaN
7891   28085      1800  KEEBLER, FUDGE SHOPPE, Fudge Grahams, 1/2 Dipp...       NaN
7892   28086      1800                KEEBLER, FUDGE SHOPPE, Fudge Sticks       NaN
7893   28087      1800  KEEBLER, FUDGE SHOPPE, Fudge Stripes, Dark Cho...       NaN
7894   28088      1800  KEEBLER, FUDGE SHOPPE, Fudge Stripes, Holiday/...       NaN
7895   28089      1800         KEEBLER, FUDGE SHOPPE, Fudge Stripes, Mini       NaN
7896   28091      1800      KEEBLER, FUDGE SHOPPE, Fudge Stripes, Oatmeal       NaN
7897   28092      1800     KEEBLER, FUDGE SHOPPE, Fudge Stripes, Original       NaN
7898   28093      1800  KEEBLER, FUDGE SHOPPE, Grasshopper Cookies, Fu...       NaN
7899   28094      1800  KEEBLER, FUDGE SHOPPE, Jumbo Fudge Sticks, Van...       NaN
7900   28095      1800  KEEBLER, FUDGE SHOPPE, Jumbo Fudge Sticks, Pea...       NaN
7901   28096      1800  KEEBLER, FUDGE SHOPPE, Magic Middles Fudge Fil...       NaN
7902   28097      1800  KEEBLER, FUDGE SHOPPE, Merry Mint Patties, Hol...       NaN
7903   28098      1800  KEEBLER, FUDGE SHOPPE, Magic Middles Fudge Fil...       NaN
7904   28100      1800  KEEBLER, FUDGE SHOPPE, Fudge Sticks, Peanut Bu...       NaN
7906   28102      1800  KEEBLER, GRIPZ, CHIPS DELUXE, Chocolate Chip C...       NaN
7907   28103      1800  KEEBLER, GRIPZ, CHIPS DELUXE, Rainbow Chocolat...       NaN
7910   28106      1800         KEEBLER, Almond Crescents Cookies, Holiday       NaN
7911   28107      1800          KEEBLER, Gingerbread Men Cookies, Holiday       NaN
7912   28108      1800                   KEEBLER, Holiday Jingles Cookies       NaN
7913   28109      1800                      KEEBLER, Iced Oatmeal Cookies       NaN
7914   28110      1800   KEEBLER, Toast & Peanut Butter Sandwich Crackers       NaN
7915   28111      1800          KEEBLER, READY CRUST, Chocolate Pie Crust       NaN
7916   28112      1800         KEEBLER, READY CRUST, Shortbread Pie Crust       NaN
7917   28113      1800  KEEBLER, 100 Calorie RIGHT BITES, CHIPS DELUXE...       NaN
7918   28114      1800  KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE...       NaN
7919   28115      1800  KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE...       NaN
7920   28116      1800  KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE...       NaN
7921   28117      1800  KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE...       NaN
7922   28118      1800  KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE...       NaN
7923   28119      1800  KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE...       NaN
7924   28120      1800  KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE...       NaN
7925   28121      1800  KEEBLER, 100 Calorie RIGHT BITES, Sandies Shor...       NaN
7926   28122      1800  KEEBLER, 100 Calorie RIGHT BITES, Sandies Shor...       NaN
7927   28123      1800  KEEBLER, 100 Calorie RIGHT BITES, White Fudge ...       NaN
7928   28124      1800        KEEBLER, SANDIES, Cashew Shortbread Cookies       NaN
7929   28125      1800  KEEBLER, SANDIES, Chocolate Chip & Pecan Short...       NaN
7930   28126      1800  KEEBLER, SANDIES, Dark Chocolate Almond Shortb...       NaN
7931   28127      1800         KEEBLER, SANDIES, Pecan Shortbread Cookies       NaN
7932   28128      1800  KEEBLER, SANDIES, Pecan Shortbread Cookies, bi...       NaN
7933   28129      1800  KEEBLER, SANDIES, Pecan Shortbread Cookies, Re...       NaN
7934   28130      1800        KEEBLER, SOFT BATCH, Chocolate Chip Cookies       NaN
7935   28131      1800                      KEEBLER, Sweet Cremes Cookies       NaN
7936   28132      1800                   KEEBLER, Toasted Coconut Cookies       NaN
7937   28133      1800           KEEBLER, TOASTEDS, Buttercrisps Crackers       NaN
7938   28134      1800   KEEBLER, TOASTEDS, Party Pack Cracker Assortment       NaN
7939   28135      1800                  KEEBLER, TOASTEDS, Onion Crackers       NaN
7940   28136      1800                 KEEBLER, TOASTEDS, Sesame Crackers       NaN
7941   28137      1800                  KEEBLER, TOASTEDS, Wheat Crackers       NaN
7942   28138      1800    KEEBLER, TOWN HOUSE, Bistro Multigrain Crackers       NaN
7943   28139      1800  KEEBLER, TOWN HOUSE, FLIPSIDES, Pretzel Cracke...       NaN
7944   28140      1800  KEEBLER, TOWN HOUSE, FLIPSIDES, Pretzel Cracke...       NaN
7945   28141      1800  KEEBLER, TOWN HOUSE, FLIPSIDES, Pretzel Cracke...       NaN
7946   28142      1800             KEEBLER, TOWN HOUSE, Original Crackers       NaN
7947   28143      1800          KEEBLER, TOWN HOUSE, Reduced Fat Crackers       NaN
7948   28144      1800  KEEBLER, TOWN HOUSE, FLIPSIDES, Pretzel Cracke...       NaN
7949   28145      1800  KEEBLER, TOWN HOUSE, TOPPERS, Garlic Herb Crac...       NaN
7950   28146      1800  KEEBLER, TOWN HOUSE, TOPPERS, Multigrain Crackers       NaN
7951   28147      1800    KEEBLER, TOWN HOUSE, TOPPERS, Original Crackers       NaN
7952   28148      1800                KEEBLER, TOWN HOUSE, Wheat Crackers       NaN
7953   28149      1800  KEEBLER, TOWN HOUSE, FLATBREAD CRISPS, Sea Sal...       NaN
7954   28150      1800         KEEBLER, TRADITIONS, Iced Lemonade Cookies       NaN
7955   28151      1800          KEEBLER, TRADITIONS, Iced Oatmeal Cookies       NaN
7956   28152      1800             KEEBLER, Vanilla Wafers Minis, Rainbow       NaN
7957   28153      1800         KEEBLER, Vienna Fingers with Creme Filling       NaN
7958   28154      1800  KEEBLER, Vienna Fingers with Creme Filling, Re...       NaN
7959   28155      1800                              KEEBLER, Waffle Bowls       NaN
7960   28156      1800                              KEEBLER, Waffle Cones       NaN
7961   28157      1800          KEEBLER, WHEATABLES, Honey Wheat Crackers       NaN
7962   28158      1800  KEEBLER, WHEATABLES, Nut Crisp Crackers, Roast...       NaN
7963   28159      1800  KEEBLER, WHEATABLES, Nut Crisp Crackers, Toast...       NaN
7964   28160      1800      KELLOGG'S, ALL-BRAN, Garlic and Herb Crackers       NaN
7965   28161      1800           KELLOGG'S, ALL-BRAN, Multigrain Crackers       NaN
7990   28187      1800      KELLOGG'S, SPECIAL K, Cracker Chips, Sea Salt       NaN
7991   28188      1800  KELLOGG'S, SPECIAL K, Cracker Chips, Sour Crea...       NaN
7992   28189      1800  KELLOGG'S, SPECIAL K, Cracker Chips, Southwest...       NaN
7993   28190      1800          KELLOGG'S, SPECIAL K, Multigrain Crackers       NaN
7994   28191      1800         KELLOGG'S, SPECIAL K, Savory Herb Crackers       NaN
7997   28194      1800        MOTHER'S, 4th of July Circus Animal Cookies       NaN
7998   28195      1800                   MOTHER'S, Chocolate Chip Cookies       NaN
7999   28196      1800                    MOTHER'S, Circus Animal Cookies       NaN
8000   28197      1800                  MOTHER'S, Coconut Cocadas Cookies       NaN
8001   28198      1800      MOTHER'S, Double Fudge Creme Sandwich Cookies       NaN
8002   28199      1800             MOTHER'S, English Tea Sandwich Cookies       NaN
8003   28200      1800         MOTHER'S, Halloween Circus Animals Cookies       NaN
8004   28201      1800            MOTHER'S, Holiday Circus Animal Cookies       NaN
8005   28202      1800                    MOTHER'S, Iced Lemonade Cookies       NaN
8006   28203      1800                     MOTHER'S, Iced Oatmeal Cookies       NaN
8007   28204      1800                    MOTHER'S, Jungle Animal Cookies       NaN
8008   28205      1800                         MOTHER'S, Macaroon Cookies       NaN
8009   28206      1800     MOTHER'S, Old Fashioned Chocolate Chip Cookies       NaN
8010   28207      1800       MOTHER'S, Old Fashioned Iced Oatmeal Cookies       NaN
8011   28208      1800            MOTHER'S, Peanut Butter Gauchos Cookies       NaN
8012   28209      1800                   MOTHER'S, Taffy Sandwich Cookies       NaN
8013   28210      1800            MURRAY, SUGAR FREE, Vanilla Sugar Wafer       NaN
8014   28211      1800              MURRAY, Chocolatey Chip Thins Cookies       NaN
8015   28212      1800  MURRAY, COOKIE JAR CLASSICS, Coconut Bars Cookies       NaN
8016   28213      1800              MURRAY, Duplex Creme Sandwich Cookies       NaN
8017   28214      1800               MURRAY, Lemon Creme Sandwich Cookies       NaN
8018   28215      1800                       MURRAY, JACKS Vanilla Wafers       NaN
8019   28216      1800         MURRAY, Old Fashioned Iced Oatmeal Cookies       NaN
8020   28217      1800   MURRAY, SOUTHERN KITCHEN, Chocolate Chip Cookies       NaN
8021   28218      1800          MURRAY, SOUTHERN KITCHEN, Coconut Cookies       NaN
8022   28219      1800     MURRAY, SOUTHERN KITCHEN, Iced Oatmeal Cookies       NaN
8023   28221      1800  MURRAY, SUGAR FREE, Chocolate Chip & Pecan Coo...       NaN
8024   28222      1800           MURRAY, SUGAR FREE, Fudge Dipped Grahams       NaN
8025   28223      1800      MURRAY, SUGAR FREE, Fudge Dipped Mint Cookies       NaN
8026   28224      1800            MURRAY, SUGAR FREE, Fudge Dipped Wafers       NaN
8027   28225      1800          MURRAY, SUGAR FREE, Peanut Butter Cookies       NaN
8028   28226      1800       MURRAY, SUGAR FREE, Pecan Shortbread Cookies       NaN
8029   28227      1800   MURRAY, SUGAR FREE, Lemon Creme Sandwich Cookies       NaN
8030   28228      1800  MURRAY, SUGAR FREE, Vanilla Creme Sandwich Coo...       NaN
