|NDB_No|FdGrp_Cd|Long_Desc|CAFFN
7798|27059|600|Sauce, peanut, made from peanut butter, water, soy sauce|0.0
7791|27052|600|Dip, salsa con queso, cheese and salsa- medium|0.0
7790|27051|600|Sauce, cocktail, ready-to-serve|0.0
7789|27050|600|Sauce, sweet and sour, ready-to-serve|0.0
7788|27049|600|Sauce, tartar, ready-to-serve|0.0
7787|27048|600|Sauce, steak, tomato based|0.0
7786|27047|600|Sauce, salsa, verde, ready-to-serve|0.0
7641|23598|1300|"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, all grades, cooked, roasted"|0.0
7639|23596|1300|"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, all grades, raw"|0.0
8216|31020|1100|Seaweed, Canadian Cultivated EMI-TSUNOMATA, rehydrated|0.0
7513|23435|1300|Beef, New Zealand, imported, subcutaneous fat, cooked|0.0
7531|23453|1300|Beef, New Zealand, imported, chuck eye roll, separable lean and fat, raw|0.0
7530|23452|1300|Beef, New Zealand, imported, chuck eye roll, separable lean and fat, cooked, braised|0.0
7529|23451|1300|Beef, New Zealand, imported, brisket point end, separable lean and fat, raw|0.0
7528|23450|1300|Beef, New Zealand, imported, brisket point end, separable lean and fat, cooked, braised|0.0
7527|23449|1300|Beef, New Zealand, imported, brisket navel end, separable lean and fat, raw|0.0
7526|23448|1300|Beef, New Zealand, imported, brisket navel end, separable lean and fat, cooked, braised|0.0
7525|23447|1300|Beef, New Zealand, imported, bolar blade, separable lean and fat, raw|0.0
7524|23446|1300|Beef, New Zealand, imported, bolar blade, separable lean and fat, cooked, fast roasted|0.0
7523|23445|1300|Beef, New Zealand, imported, variety meats and by-products, tripe uncooked, raw|0.0
7522|23444|1300|Beef, New Zealand, imported, variety meats and by-products, tripe cooked, boiled|0.0
7521|23443|1300|Beef, New Zealand, imported, variety meats and by-products, tongue, raw|0.0
7520|23442|1300|Beef, New Zealand, imported, variety meats and by-products, tongue, cooked, boiled|0.0
7519|23441|1300|Beef, New Zealand, imported, tenderloin, separable lean only, raw|0.0
7518|23440|1300|Beef, New Zealand, imported, oyster blade, separable lean and fat, raw|0.0
7517|23439|1300|Beef, New Zealand, imported, tenderloin, separable lean only, cooked, fast fried|0.0
7516|23438|1300|Beef, New Zealand, imported, sweetbread, raw|0.0
7515|23437|1300|Beef, New Zealand, imported, sweetbread, cooked, boiled|0.0
7532|23454|1300|Beef, New Zealand, imported, cube roll, separable lean and fat, cooked, fast roasted|0.0
7533|23455|1300|Beef, New Zealand, imported, cube roll, separable lean and fat, raw|0.0
7534|23456|1300|Beef, New Zealand, imported, eye round, separable lean and fat, cooked, slow roasted|0.0
7544|23466|1300|Beef, New Zealand, imported, rump centre, separable lean only, raw|0.0
7551|23473|1300|Beef, ground, 93% lean meat / 7% fat, patty, cooked, broiled|0.0
7550|23472|1300|Beef, ground, 93% lean meat / 7% fat, raw|0.0
7549|23471|1300|Beef, New Zealand, imported, tenderloin, separable lean and fat, raw|0.0
7548|23470|1300|Beef, New Zealand, imported, tenderloin, separable lean and fat, cooked, fast fried|0.0
7547|23469|1300|Beef, New Zealand, imported, striploin, separable lean and fat, raw|0.0
7546|23468|1300|Beef, New Zealand, imported, striploin, separable lean and fat, cooked, fast fried|0.0
7545|23467|1300|Beef, New Zealand, imported, rump centre, separable lean and fat, raw|0.0
7543|23465|1300|Beef, New Zealand, imported, rump centre, separable lean and fat, cooked, fast fried|0.0
7535|23457|1300|Beef, New Zealand, imported, eye round, separable lean and fat, raw|0.0
7542|23464|1300|Beef, New Zealand, imported, oyster blade, separable lean and fat, cooked, braised|0.0
7541|23463|1300|Beef, New Zealand, imported, hind shin, separable lean and fat, raw|0.0
7540|23462|1300|Beef, New Zealand, imported, hind shin, separable lean and fat, cooked, braised|0.0
7539|23461|1300|Beef, New Zealand, imported, flat, separable lean and fat, raw|0.0
7538|23460|1300|Beef, New Zealand, imported, flat, separable lean and fat, cooked, braised|0.0
7537|23459|1300|Beef, New Zealand, imported, flank, separable lean and fat, raw|0.0
7536|23458|1300|Beef, New Zealand, imported, flank, separable lean and fat, cooked, braised|0.0
7514|23436|1300|Beef, New Zealand, imported, subcutaneous fat, raw|0.0
7512|23434|1300|Beef, New Zealand, imported, striploin, separable lean only, raw|0.0
7553|23475|1300|Beef, ground, 93% lean meat / 7% fat, loaf, cooked, baked|0.0
7511|23433|1300|Beef, New Zealand, imported, striploin, separable lean only, cooked, fast fried|0.0
7490|23412|1300|Beef, New Zealand, imported, flat, separable lean only, cooked, braised|0.0
7489|23411|1300|Beef, New Zealand, imported, flank, separable lean only, raw|0.0
7488|23410|1300|Beef, New Zealand, imported, flank, separable lean only, cooked, braised|0.0
7487|23409|1300|Beef, New Zealand, imported, eye round, separable lean only, raw|0.0
7486|23408|1300|Beef, New Zealand, imported, eye round, separable lean only, cooked, slow roasted|0.0
7485|23407|1300|Beef, New Zealand, imported, cube roll, separable lean only, raw|0.0
7484|23406|1300|Beef, New Zealand, imported, cube roll, separable lean only, cooked, fast roasted|0.0
7483|23405|1300|Beef, New Zealand, imported, chuck eye roll, separable lean only, cooked, braised|0.0
7482|23404|1300|Beef, New Zealand, imported, chuck eye roll, separable lean only, raw|0.0
7481|23403|1300|Beef, New Zealand, imported, brisket point end, separable lean only, raw|0.0
7480|23402|1300|Beef, New Zealand, imported, brisket point end, separable lean only, cooked, braised|0.0
7479|23401|1300|Beef, New Zealand, imported, brisket navel end, separable lean only, raw|0.0
7478|23399|1300|Beef, New Zealand, imported, brisket navel end, separable lean only, cooked, braised|0.0
7477|23398|1300|Beef, New Zealand, imported, bolar blade, separable lean only, raw|0.0
7476|23397|1300|Beef, New Zealand, imported, bolar blade, separable lean only, cooked, fast roasted|0.0
7475|23395|1300|"Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, raw"|0.0
7474|23394|1300|"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled"|0.0
7491|23413|1300|Beef, New Zealand, imported, flat, separable lean only, raw|0.0
7492|23414|1300|Beef, New Zealand, imported, variety meats and by-products, heart, cooked, boiled|0.0
7493|23415|1300|Beef, New Zealand, imported, variety meats and by-products, heart, raw|0.0
7503|23425|1300|Beef, New Zealand, imported, variety meats and by-products, liver, raw|0.0
7510|23432|1300|Beef, New Zealand, imported, rump centre, separable lean only, cooked, fast fried|0.0
7509|23431|1300|Beef, New Zealand, imported, ribs prepared, raw|0.0
7508|23430|1300|Beef, New Zealand, imported, ribs prepared, cooked, fast roasted|0.0
7507|23429|1300|Beef, New Zealand, imported, oyster blade, separable lean only, raw|0.0
7506|23428|1300|Beef, New Zealand, imported, oyster blade, separable lean only, cooked, braised|0.0
7505|23427|1300|Beef, New Zealand, imported, manufacturing beef, raw|0.0
7504|23426|1300|Beef, New Zealand, imported, manufacturing beef, cooked, boiled|0.0
7502|23424|1300|Beef, New Zealand, imported, variety meats and by-products liver, cooked, boiled|0.0
7494|23416|1300|Beef, New Zealand, imported, hind shin, separable lean only, cooked, braised|0.0
7501|23423|1300|Beef, New Zealand, imported, variety meats and by-products, kidney, raw|0.0
7500|23422|1300|Beef, New Zealand, imported, knuckle, cooked, fast fried|0.0
7499|23421|1300|Beef, New Zealand, imported, variety meats and by-products, kidney, cooked, boiled|0.0
7498|23420|1300|Beef, New Zealand, imported, intermuscular fat, raw|0.0
7497|23419|1300|Beef, New Zealand, imported, intermuscular fat, cooked|0.0
7496|23418|1300|Beef, New Zealand, imported, inside, raw|0.0
7495|23417|1300|Beef, New Zealand, imported, hind shin, separable lean only, raw|0.0
7552|23474|1300|Beef, ground, 93% lean meat /7% fat, patty, cooked, pan-broiled|0.0
7554|23476|1300|Beef, ground, 93% lean meat / 7% fat, crumbles, cooked, pan-browned|0.0
7638|23595|1300|"Beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, all grades, cooked, braised"|0.0
7599|23554|1300|"Beef, shoulder steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled"|0.0
7617|23574|1300|Beef, ground, 80% lean meat / 20% fat, patty, cooked, pan-broiled|0.0
7616|23573|1300|Beef, ground, 80% lean meat / 20% fat, patty, cooked, broiled|0.0
7615|23572|1300|Beef, ground, 80% lean meat / 20% fat, raw|0.0
7614|23571|1300|Beef, ground, 85% lean meat / 15% fat, loaf, cooked, baked|0.0
7613|23570|1300|Beef, ground, 85% lean meat / 15% fat, crumbles, cooked, pan-browned|0.0
7612|23569|1300|Beef, ground, 85% lean meat / 15% fat, patty, cooked, pan-broiled|0.0
7611|23568|1300|Beef, ground, 85% lean meat / 15% fat, patty, cooked, broiled|0.0
7610|23567|1300|Beef, ground, 85% lean meat / 15% fat, raw|0.0
7609|23566|1300|Beef, ground, 90% lean meat / 10% fat, loaf, cooked, baked|0.0
7608|23565|1300|Beef, ground, 90% lean meat / 10% fat, crumbles, cooked, pan-browned|0.0
7607|23564|1300|Beef, ground, 90% lean meat / 10% fat, patty, cooked, pan-broiled|0.0
7606|23563|1300|Beef, ground, 90% lean meat / 10% fat, patty, cooked, broiled|0.0
7605|23562|1300|Beef, ground, 90% lean meat / 10% fat, raw|0.0
7604|23561|1300|Beef, ground, 95% lean meat / 5% fat, loaf, cooked, baked|0.0
7603|23560|1300|Beef, ground, 95% lean meat / 5% fat, crumbles, cooked, pan-browned|0.0
7602|23559|1300|Beef, ground, 95% lean meat / 5% fat, patty, cooked, pan-broiled|0.0
7601|23558|1300|Beef, ground, 95% lean meat / 5% fat, patty, cooked, broiled|0.0
7618|23575|1300|Beef, ground, 80% lean meat / 20% fat, crumbles, cooked, pan-browned|0.0
7619|23576|1300|Beef, ground, 80% lean meat / 20% fat, loaf, cooked, baked|0.0
7620|23577|1300|Beef, ground, 75% lean meat / 25% fat, raw|0.0
7630|23587|1300|"Beef, tenderloin, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, broiled"|0.0
7637|23594|1300|"Beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, all grades, raw"|0.0
7636|23593|1300|"Beef, round, bottom round, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, braised"|0.0
7635|23592|1300|"Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, broiled"|0.0
7634|23591|1300|"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted"|0.0
7633|23590|1300|"Beef, round, bottom round , roast, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted"|0.0
7632|23589|1300|"Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled"|0.0
7631|23588|1300|"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, broiled"|0.0
7629|23586|1300|"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, select, cooked, broiled"|0.0
7621|23578|1300|Beef, ground, 75% lean meat / 25% fat, patty, cooked, broiled|0.0
7628|23585|1300|"Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, select, raw"|0.0
7627|23584|1300|"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, select, raw"|0.0
7626|23583|1300|"Beef, tenderloin, steak, separable lean only, trimmed to 1/8"" fat, select, raw"|0.0
7625|23582|1300|"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, select, raw"|0.0
7624|23581|1300|Beef, ground, 75% lean meat / 25% fat, loaf, cooked, baked|0.0
7623|23580|1300|Beef, ground, 75% lean meat / 25% fat, crumbles, cooked, pan-browned|0.0
7622|23579|1300|Beef, ground, 75% lean meat / 25% fat, patty, cooked, pan-broiled|0.0
7600|23557|1300|Beef, ground, 95% lean meat / 5% fat, raw|0.0
7598|23552|1300|"Beef, chuck, clod roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted"|0.0
7555|23477|1300|Beef, ground, 97% lean meat / 3% fat, raw|0.0
7597|23549|1300|"Beef, chuck, top blade, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled"|0.0
7573|23502|1300|USDA Commodity, beef, ground bulk/coarse ground, frozen, cooked|0.0
7571|23499|1300|"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, select, raw"|0.0
7570|23498|1300|"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, select, cooked"|0.0
7569|23497|1300|"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, select, raw"|0.0
7568|23496|1300|"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, select, raw"|0.0
7567|23495|1300|"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, choice, raw"|0.0
7566|23494|1300|"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, choice, raw"|0.0
7565|23491|1300|"Beef composite, separable lean only, trimmed to 1/8"" fat, choice, cooked"|0.0
7564|23490|1300|"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, choice, raw"|0.0
7563|23485|1300|"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, all grades, raw"|0.0
7562|23484|1300|"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, all grades, cooked"|0.0
7561|23483|1300|"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, all grades, raw"|0.0
7560|23482|1300|"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 0"" fat, all grades, raw"|0.0
7559|23481|1300|Beef, ground, 97% lean meat / 3% fat, crumbles, cooked, pan-browned|0.0
7558|23480|1300|Beef, ground, 97% lean meat / 3% fat, loaf, cooked, baked|0.0
7557|23479|1300|Beef, ground, 97% lean meat /3% fat, patty, cooked, pan-broiled|0.0
7556|23478|1300|Beef, ground, 97% lean meat / 3% fat, patty, cooked, broiled|0.0
7574|23503|1300|USDA Commodity, beef, patties (100%), frozen, cooked|0.0
7578|23509|1300|"Beef, chuck, mock tender steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled"|0.0
7579|23511|1300|"Beef, chuck, top blade, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled"|0.0
7589|23528|1300|"Beef, chuck, clod roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted"|0.0
7596|23547|1300|"Beef, chuck, mock tender steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled"|0.0
7595|23545|1300|"Beef, loin, bottom sirloin butt, tri-tip steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled"|0.0
7594|23541|1300|"Beef, plate, outside skirt steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled"|0.0
7593|23540|1300|"Beef, plate, inside skirt steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled"|0.0
7592|23536|1300|"Beef, shoulder steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled"|0.0
7591|23533|1300|"Beef, shoulder steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled"|0.0
7590|23531|1300|"Beef, chuck, clod roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted"|0.0
7588|23525|1300|"Beef, chuck, top blade, separable lean and fat, trimmed to 0"" fat, select, cooked, broiled"|0.0
7580|23513|1300|"Beef, chuck, clod roast, separable lean only, trimmed to 1/4"" fat, all grades, raw"|0.0
7587|23523|1300|"Beef, chuck, top blade, separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled"|0.0
7586|23521|1300|"Beef, chuck, mock tender steak, separable lean and fat, trimmed to 0"" fat, USDA select, cooked, broiled"|0.0
7585|23519|1300|"Beef, chuck, mock tender steak, separable lean and fat, trimmed to 0"" fat, USDA choice, cooked, broiled"|0.0
7584|23517|1300|"Beef, chuck, clod steak, separable lean only, trimmed to 1/4"" fat, all grades, cooked, braised"|0.0
7583|23516|1300|"Beef, shoulder steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled"|0.0
7582|23515|1300|"Beef, chuck, clod roast, separable lean only, trimmed to 1/4"" fat, all grades, cooked, roasted"|0.0
7581|23514|1300|"Beef, chuck, clod roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted"|0.0
8215|31019|1100|Seaweed, Canadian Cultivated EMI-TSUNOMATA, dry (Chondrus crispus)|0.0
8217|31021|1100|Potatoes, hash brown, refrigerated, unprepared|0.0
6348|19384|1900|Candies, divinity, prepared-from-recipe|0.0
8659|43112|1600|Beans, chili, barbecue, ranch style, cooked|0.0
8678|43214|400|Butter replacement, without fat, powder|0.0
8677|43212|1600|Bacon bits, meatless|0.0
8675|43158|1900|Sweeteners, tabletop, saccharin (sodium saccharin)|0.0
8674|43155|1400|Alcoholic beverage, wine, light|0.0
8673|43154|1400|Alcoholic beverage, wine, cooking|0.0
8672|43146|1100|Eggplant, pickled|0.0
8671|43144|1100|Cabbage, mustard, salted|0.0
8670|43143|1100|Cabbage, japanese style, fresh, pickled|0.0
8669|43142|1100|Radishes, hawaiian style, pickled|0.0
8668|43137|1600|Vegetarian meatloaf or patties|0.0
8667|43135|1600|Sandwich spread, meatless|0.0
8666|43134|1600|Vegetarian fillets|0.0
8665|43132|1600|Meatballs, meatless|0.0
8664|43131|1600|Luncheon slices, meatless|0.0
8663|43130|1600|Frankfurter, meatless|0.0
8662|43128|1600|Chicken, meatless|0.0
8661|43125|1600|Beans, liquid from stewed kidney beans|0.0
8679|43215|400|Salad dressing, buttermilk, lite|0.0
8680|43216|1900|Sweeteners, tabletop, fructose, dry, powder|0.0
8681|43217|1100|Tomato sauce, canned, no salt added|0.0
8692|43276|100|Cheese spread, cream cheese base|0.0
8699|43299|1600|Soybean, curd cheese|0.0
8698|43297|1000|Pork, oriental style, dehydrated|0.0
8697|43287|500|Dove, cooked (includes squab)|0.0
8696|43285|100|Eggs, scrambled, frozen mixture|0.0
8695|43283|500|Pheasant, cooked, total edible|0.0
