row      NDB_No  FdGrp_Cd                                          Long_Desc      FE
4143   14031      1400  Beverages, water, bottled, yumberry, pomegrana...    0.00
4149   14038      1400  Beverages, OCEAN SPRAY, Cran-Energy, Cranberry...    0.00
1533    6601       600                   PACE, Lime & Garlic Chunky Salsa    0.00
1529    6597       600                        PACE, Chipotle Chunky Salsa    0.00
1376    6318       600             Gravy, CAMPBELL'S, country style cream    0.00
1396    6339       600  CAMPBELL'S, Cream of Mushroom with Roasted Gar...    0.00
1377    6319       600           Gravy, CAMPBELL'S, country style sausage    0.00
1379    6321       600                     Gravy, CAMPBELL'S, golden pork    0.00
1382    6324       600              Gravy, CAMPBELL'S, beef, microwavable    0.00
1383    6325       600           Gravy, CAMPBELL'S, chicken, microwavable    0.00
1384    6326       600                          Gravy, CAMPBELL'S, turkey    0.00
1387    6329       600           Gravy, FRANCO-AMERICAN, beef, slow roast    0.00
1390    6332       600            Gravy, CAMPBELL'S, turkey, microwavable    0.00
1392    6334       600  CAMPBELL'S Red and White, Cream of Celery Soup...    0.00
1397    6340       600  CAMPBELL'S Red and White, Cream of Onion Soup,...    0.00
1524    6590       600     CAMPBELL'S Soup on the Go, Creamy Chicken Soup    0.00
1399    6342       600  CAMPBELL'S Red and White, Cream of Shrimp Soup...    0.00
1404    6353       600  CAMPBELL'S Red and White, Fiesta Nacho Cheese ...    0.00
1405    6354       600  CAMPBELL'S Red and White, French Onion Soup, c...    0.00
1428    6392       600  CAMPBELL'S CHUNKY Soups, Chicken Broccoli Chee...    0.00
1450    6418       600  CAMPBELL'S CHUNKY Soups, Hearty Chicken with V...    0.00
1463    6439       600  CAMPBELL'S CHUNKY Soups, Savory Chicken with W...    0.00
1485    6470       600         CAMPBELL'S Low Sodium Soups, Chicken Broth    0.00
8153   28351      1800                             Cookies, Marie biscuit    0.00
1521    6587       600  CAMPBELL'S Soup on the Go, Chicken with Mini N...    0.00
696     4541       400                                     Oil, cupu assu     NaN
788     4673       400  Margarine-like spread, SMART BALANCE Regular B...     NaN
790     4675       400  Margarine-like spread, SMART BEAT Super Light ...     NaN
791     4676       400    Margarine-like spread, SMART BEAT Smart Squeeze     NaN
792     4677       400  Margarine-like spread, SMART BALANCE Omega Plu...     NaN
793     4678       400  Oil, vegetable, Natreon canola, high stability...     NaN
795     4683       400  Margarine, margarine-like vegetable oil spread...     NaN
796     4684       400  Margarine, 80% fat, tub, CANOLA HARVEST Soft S...     NaN
797     4685       400    Oil, cooking and salad, ENOVA, 80% diglycerides     NaN
1332    6218       600  CAMPBELL'S, 98% Fat Free Cream of Celery Soup,...     NaN
1371    6312       600  CAMPBELL'S Red and White, Cream of Asparagus S...     NaN
1375    6317       600                  Gravy, CAMPBELL'S, beef, fat free     NaN
1378    6320       600               Gravy, CAMPBELL'S, chicken, fat free     NaN
1380    6322       600                        Gravy, CAMPBELL'S, mushroom     NaN
1381    6323       600                Gravy, CAMPBELL'S, turkey, fat free     NaN
1385    6327       600  Gravy, FRANCO-AMERICAN, beef, slow roast, fat ...     NaN
1386    6328       600  Gravy, FRANCO-AMERICAN, chicken, slow roast, f...     NaN
1388    6330       600        Gravy, FRANCO-AMERICAN, chicken, slow roast     NaN
1389    6331       600         Gravy, FRANCO-AMERICAN, turkey, slow roast     NaN
1394    6337       600  CAMPBELL'S, Cream of Chicken with Herbs Soup, ...     NaN
1406    6355       600  CAMPBELL'S Red and White, Golden Mushroom Soup...     NaN
1494    6487       600  CAMPBELL'S Low Sodium Soups, Cream of Mushroom...     NaN
1532    6600       600                             PACE, Green Taco Sauce     NaN
1534    6602       600                        PACE, Organic Picante Sauce     NaN
1535    6603       600                                PACE, Picante Sauce     NaN
1537    6605       600                         PACE, Thick & Chunky Salsa     NaN
1560    6725       600  Soup, chicken corn chowder, chunky, ready-to-s...     NaN
1566    6733       600  Soup, beef with vegetables and barley, canned,...     NaN
1567    6734       600  Soup, chicken with star-shaped pasta, canned, ...     NaN
1568    6736       600  Soup, cream of chicken, canned, condensed, sin...     NaN
1570    6739       600  Soup, vegetable beef, canned, condensed, singl...     NaN
1571    6740       600  Soup, chicken vegetable, chunky, reduced fat, ...     NaN
1572    6742       600  Soup, vegetable beef, microwavable, ready-to-s...     NaN
1615    6996       600                          Gravy, CAMPBELL'S, au jus     NaN
1617    6998       600               Gravy, CAMPBELL'S, brown with onions     NaN
1741    7943       700  Turkey, breast, smoked, lemon pepper flavor, 9...     NaN
2024    8587       800  Cereals ready-to-eat, KELLOGG, KELLOGG'S SPECI...     NaN
4192   14097      1400  Alcoholic Beverage, wine, table, red, Cabernet...     NaN
4193   14098      1400  Alcoholic Beverage, wine, table, red, Cabernet...     NaN
4194   14099      1400   Alcoholic Beverage, wine, table, red, Pinot Noir     NaN
4195   14100      1400        Alcoholic Beverage, wine, table, red, Syrah     NaN
4196   14101      1400      Alcoholic Beverage, wine, table, red, Barbera     NaN
4197   14102      1400    Alcoholic Beverage, wine, table, red, Zinfandel     NaN
4198   14103      1400  Alcoholic Beverage, wine, table, red, Petite S...     NaN
4199   14105      1400       Alcoholic Beverage, wine, table, red, Claret     NaN
4201   14107      1400    Alcoholic Beverage, wine, table, red, Lemberger     NaN
4202   14108      1400   Alcoholic Beverage, wine, table, red, Sangiovese     NaN
4203   14109      1400    Alcoholic Beverage, wine, table, red, Carignane     NaN
4204   14113      1400  Alcoholic beverage, wine, table, white, Pinot ...     NaN
4205   14116      1400  Alcoholic beverage, wine, table, white, Chenin...     NaN
4206   14117      1400  Alcoholic beverage, wine, table, white, Fume B...     NaN
4208   14120      1400  Alcoholic beverage, wine, table, white, Muller...     NaN
4210   14124      1400  Alcoholic beverage, wine, table, white, Gewurz...     NaN
4211   14125      1400  Alcoholic beverage, wine, table, white, late h...     NaN
4212   14126      1400   Alcoholic beverage, wine, table, white, Semillon     NaN
4214   14132      1400   Alcoholic beverage, wine, table, white, Riesling     NaN
4215   14134      1400  Alcoholic beverage, wine, table, white, Sauvig...     NaN
4216   14135      1400  Alcoholic beverage, wine, table, white, late h...     NaN
4219   14138      1400  Alcoholic beverage, wine, table, white, Pinot ...     NaN
4220   14140      1400     Alcoholic beverage, wine, table, white, Muscat     NaN
4231   14152      1400     Alcoholic Beverage, wine, table, red, Burgundy     NaN
4237   14158      1400        Alcoholic Beverage, wine, table, red, Gamay     NaN
4238   14159      1400     Alcoholic Beverage, wine, table, red, Mouvedre     NaN
4403   14437      1400  Beverages, water, bottled, non-carbonated, CAL...     NaN
4404   14438      1400  Beverages, water, bottled, non-carbonated, CRY...     NaN
4405   14439      1400               Water, bottled, non-carbonated, NAYA     NaN
4440   14607      1400  Beverages, V8 SPLASH Juice Drinks, Diet Berry ...     NaN
4441   14608      1400  Beverages, V8 SPLASH Juice Drinks, Diet Fruit ...     NaN
4443   14610      1400  Beverages, V8 SPLASH Juice Drinks, Diet Tropic...     NaN
4444   14611      1400     Beverages, V8 SPLASH Juice Drinks, Berry Blend     NaN
4445   14612      1400    Beverages, V8 SPLASH Juice Drinks, Fruit Medley     NaN
4446   14613      1400  Beverages, V8 SPLASH Juice Drinks, Guava Passi...     NaN
4447   14614      1400     Beverages, V8 SPLASH Juice Drinks, Mango Peach     NaN
4448   14615      1400  Beverages, V8 SPLASH Juice Drinks, Orange Pine...     NaN
4449   14616      1400   Beverages, V8 SPLASH Juice Drinks, Orchard Blend     NaN
4450   14617      1400  Beverages, V8 SPLASH Juice Drinks, Strawberry ...     NaN
4451   14618      1400  Beverages, V8 SPLASH Juice Drinks, Strawberry ...     NaN
4452   14619      1400  Beverages, V8 SPLASH Juice Drinks, Tropical Blend     NaN
4937   16252      1600                              SILK Plain soy yogurt     NaN
5256   17158      1700            Game meat, boar, wild, raw (Sus scrofa)     NaN
5272   17174      1700        Game meat, muskrat, raw (Ondatra zibethica)     NaN
5953   18566      1800               Artificial Blueberry Muffin Mix, dry     NaN
5956   18608      1800          KEEBLER, KEEBLER Chocolate Graham SELECTS     NaN
5957   18609      1800                            KEEBLER, Vanilla Wafers     NaN
5959   18612      1800  MCKEE BAKING, LITTLE DEBBIE NUTTY BARS, Wafers...     NaN
5973   18637      1800  KRAFT FOODS, SHAKE 'N' BAKE ORIGINAL RECIPE, C...     NaN
5977   18642      1800  GENERAL MILLS, BETTY CROCKER SUPERMOIST Yellow...     NaN
6272   19269      2500  Snacks, GENERAL MILLS, BETTY CROCKER Fruit Rol...     NaN
6275   19272      2500  Snacks, FARLEY CANDY, FARLEY Fruit Snacks, wit...     NaN
6276   19273      2500  Snacks, SUNKIST, SUNKIST Fruit Roll, strawberr...     NaN
7057   22943      2200  SUPPER BAKES MEAL KITS, Cheesy Chicken with pa...     NaN
7058   22944      2200  SUPPER BAKES MEAL KITS, Creamy Stroganoff Sauc...     NaN
7059   22945      2200  SUPPER BAKES MEAL KITS, Garlic Chicken with pa...     NaN
7060   22946      2200  SUPPER BAKES MEAL KITS, Herb Chicken with rice...     NaN
7061   22947      2200  SUPPER BAKES MEAL KITS, Lemon Chicken with her...     NaN
7062   22948      2200  SUPPER BAKES MEAL KITS, Savory Pork Chops with...     NaN
7063   22949      2200  SUPPER BAKES MEAL KITS, Southwestern-Style Chi...     NaN
7064   22950      2200  SUPPER BAKES MEAL KITS, Traditional Roast Chic...     NaN
