Ferum/Iron values are in mg per 100g
Daily needed value is 18mg

      NDB_No  FdGrp_Cd                                          Long_Desc      FE
3468   11854      1100        Spinach, cooked, boiled, drained, with salt    3.57
3167   11458      1100     Spinach, cooked, boiled, drained, without salt    3.57
6378   19437      2500             Snacks, potato chips, fat free, salted    3.57
8143   28341      1800  Rolls, gluten-free, white, made with rice flou...    3.57
6447   19897      1900  Candies, MARS SNACKFOOD US, COCOAVIA Chocolate...    3.56
5997   18949      1800                 Crackers, whole-wheat, reduced fat    3.56
5876   18406      1800  Bagels, plain, enriched, without calcium propi...    3.56
5834   18347      1800                               Rolls, dinner, wheat    3.55
8125   28323      1800  Pancakes, plain, low fat, dry mix, incomplete ...    3.55
3161   11450      1100                 Soybeans, green, raw (Glycine max)    3.55
3683   12145      1200            Nuts, pilinuts, dried (Canarium ovatum)    3.53
6349   19387      1900      Frozen novelties, ice type, pineapple-coconut    3.53
3614   12013      1200                          Seeds, lotus seeds, dried    3.53
2361    9289       900        Prunes, dehydrated (low-moisture), uncooked    3.52
5831   18344      1800                                 Rolls, dinner, egg    3.52
6539   20076      2000                Wheat, durum (Triticum durum Desf.)    3.52
8787   90560      1500                               Mollusks, snail, raw    3.50
5706   18198      1800  Cookies, chocolate chip, commercially prepared...    3.50
5090   16611      1600  MORNINGSTAR FARMS Parmesan Garlic Wings, froze...    3.50
3107   11382      1100  Potatoes, mashed, dehydrated, granules with mi...    3.50
7975   28172      1800  KELLOGG'S, POP-TARTS, Frosted Spring Berry Toa...    3.50
5924   18486      1800  Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS...    3.50
5922   18481      1800  Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS...    3.50
2004    8554       800  Cereals ready-to-eat, POST SELECTS Maple Pecan...    3.50
7964   28160      1800      KELLOGG'S, ALL-BRAN, Garlic and Herb Crackers    3.50
5928   18490      1800  Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS...    3.50
5926   18488      1800  Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS...    3.50
5918   18476      1800  Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS...    3.50
8194   28393      1800                 PEPPERIDGE FARM, White Hoagie Roll    3.50
7911   28107      1800          KEEBLER, Gingerbread Men Cookies, Holiday    3.50
5032   16515      1600  WORTHINGTON Low Fat Veja-Links, canned, unprep...    3.50
8067   28265      1800  KEEBLER, Cheese & Peanut Butter Sandwich Crackers    3.50
6036   18988      1800  AUSTIN, Peanut Butter on Cheese Crackers, sand...    3.50
5925   18487      1800  Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS...    3.50
8191   28390      1800           PEPPERIDGE FARM, Light Style Wheat Bread    3.50
8081   28279      1800  MURRAY, SUGAR FREE, Chocolate Creme Sandwich C...    3.50
8058   28256      1800  AUSTIN, Peanut Butter on Cheese Crackers, sand...    3.50
8065   28263      1800                   KEEBLER, Grahams, Cinnamon Crisp    3.50
5919   18477      1800  Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS...    3.50
7882   28076      1800  KEEBLER, FUDGE SHOPPE, Cheesecake Middles, Dar...    3.50
5923   18482      1800  Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS...    3.50
5040   16524      1600         WORTHINGTON Veja-Links, canned, unprepared    3.50
3706   12195      1200     Nuts, almond butter, plain, without salt added    3.49
5610   18064      1800                                       Bread, wheat    3.49
3738   12695      1200        Nuts, almond butter, plain, with salt added    3.49
8127   28325      1800                  Crackers, toast thins, low sodium    3.48
3294   11649      1100      Tomato products, canned, sauce, spanish style    3.48
2988   11239      1100  Mushrooms, Chanterelle, raw (Cantharellus cali...    3.47
6310   19326      1900  Candies, MARS SNACKFOOD US, COCOAVIA Chocolate...    3.47
1880    8191       800  Cereals ready-to-eat, POST, Shredded Wheat, li...    3.46
8105   28303      1800                      Crackers, cheese, whole grain    3.46
6490   20020      2000                      Cornmeal, whole-grain, yellow    3.45
6598   20320      2000                       Cornmeal, whole-grain, white    3.45
6312   19328      1900  Candies, MARS SNACKFOOD US, COCOAVIA Crispy Ch...    3.45
3675   12136      1200  Nuts, mixed nuts, dry roasted, with peanuts, s...    3.43
5591   18038      1800                           Bread, oat bran, toasted    3.43
4797   16059      1600                           Chili with beans, canned    3.43
5837   18350      1800                  Rolls, hamburger or hotdog, plain    3.43
4873   16138      1600                             Falafel, home-prepared    3.42
5917   18459      1800                            Breakfast tart, low fat    3.42
6647   20653      2000  Pasta, whole grain, 51% whole wheat, remaining...    3.41
4760   16022      1600  Beans, french, mature seeds, raw (Phaseolus vu...    3.40
7958   28154      1800  KEEBLER, Vienna Fingers with Creme Filling, Re...    3.40
7839   28031      1800                     GIRL SCOUTS, Do-si-dos Cookies    3.40
5620   18078      1800  Bread, whole-wheat, prepared from recipe, toasted    3.40
2977   11226      1100   Jerusalem-artichokes, raw (Helianthus tuberosus)    3.40
8063   28261      1800      FAMOUS AMOS, Chocolate Sandwich Creme Cookies    3.40
7931   28127      1800         KEEBLER, SANDIES, Pecan Shortbread Cookies    3.40
6035   18987      1800  AUSTIN, Cheddar Cheese on Cheese Crackers, san...    3.40
7905   28101      1800                    KEEBLER, Cinnamon Toast Grahams    3.40
6357   19407      2500                        Snacks, beef sticks, smoked    3.40
3659   12114      1200    Nuts, coconut meat, dried (desiccated), toasted    3.39
1859    8144       800       Cereals, whole wheat hot natural cereal, dry    3.39
6414   19822      2500  Snacks, trail mix, regular, with chocolate chi...    3.39
6098   19062      2500  Snacks, trail mix, regular, with chocolate chi...    3.39
7727   25033      2500  Snacks, granola bar, KASHI TLC Bar, chewy, mix...    3.39
3701   12175      1200                   Nuts, chestnuts, japanese, dried    3.38
5940   18528      1800            ARCHWAY Home Style Cookies, Dutch Cocoa    3.36
6530   20067      2000                       Sorghum grain (Sorghum spp.)    3.36
5853   18368      1800       Wonton wrappers (includes egg roll wrappers)    3.36
3703   12177      1200    Nuts, coconut meat, dried (desiccated), creamed    3.36
6554   20093      2000     Pasta, fresh-refrigerated, plain, as purchased    3.35
7957   28153      1800         KEEBLER, Vienna Fingers with Creme Filling    3.35
5741   18235      1800                              Crackers, whole-wheat    3.34
5584   18028      1800                                Bread, egg, toasted    3.34
6512   20046      2000  Rice, white, long-grain, parboiled, enriched, dry    3.33
6584   20135      2000  Pasta, whole grain, 51% whole wheat, remaining...    3.33
4807   16070      1600  Lentils, mature seeds, cooked, boiled, without...    3.33
5898   18432      1800  Bread, white, commercially prepared, toasted, ...    3.33
5614   18070      1800       Bread, white, commercially prepared, toasted    3.33
1939    8365       800  Cereals ready-to-eat, QUAKER, Shredded Wheat, ...    3.33
4988   16370      1600   Lentils, mature seeds, cooked, boiled, with salt    3.33
2281    9194       900        Olives, ripe, canned (jumbo-super colossal)    3.32
6018   18970      1800  Tortillas, ready-to-bake or -fry, flour, shelf...    3.32
3656   12108      1200  Nuts, coconut meat, dried (desiccated), not sw...    3.32
3694   12163      1200  Seeds, pumpkin and squash seeds, whole, roaste...    3.31
3736   12663      1200  Seeds, pumpkin and squash seeds, whole, roaste...    3.31
6572   20120      2000                               Pasta, dry, enriched    3.30
5086   16607      1600  MORNINGSTAR FARMS Buffalo Chik Patties, frozen...    3.30
6556   20095      2000   Pasta, fresh-refrigerated, spinach, as purchased    3.30
5051   16536      1600        WORTHINGTON Wham (roll), frozen, unprepared    3.30
1881    8192       800  Cereals ready-to-eat, POST SELECTS Blueberry M...    3.30
5047   16532      1600       WORTHINGTON Prosage Roll, frozen, unprepared    3.30
5043   16527      1600  WORTHINGTON Meatless Corned Beef Roll, frozen,...    3.30
3666   12121      1200              Nuts, hazelnuts or filberts, blanched    3.30
8073   28271      1800        MURRAY, COOKIE JAR CLASSICS, Butter Cookies    3.30
5913   18450      1800  Tortillas, ready-to-bake or -fry, flour, witho...    3.30
7914   28110      1800   KEEBLER, Toast & Peanut Butter Sandwich Crackers    3.30
8015   28212      1800  MURRAY, COOKIE JAR CLASSICS, Coconut Bars Cookies    3.30
8020   28217      1800   MURRAY, SOUTHERN KITCHEN, Chocolate Chip Cookies    3.30
5568   18009      1800       Biscuits, plain or buttermilk, frozen, baked    3.30
7853   28046      1800                         KEEBLER, ANIMALS, Crackers    3.30
7850   28043      1800                          KEEBLER, ANIMALS, Cookies    3.30
7838   28030      1800                        GIRL SCOUTS, Chalet Cookies    3.30
1919    8284       800  Cereals ready-to-eat, KELLOGG, KELLOGG'S Low F...    3.30
6037   18989      1800  AUSTIN, Peanut Butter on Toasty Crackers, sand...    3.30
2280    9193       900  Olives, ripe, canned (small-extra large) (Olea...    3.30
7854   28047      1800  KEEBLER, BAKER'S TREASURES, Chocolate Chip Coo...    3.30
8014   28211      1800              MURRAY, Chocolatey Chip Thins Cookies    3.30
7921   28117      1800  KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE...    3.30
8059   28257      1800  AUSTIN, Peanut Butter on Toasty Crackers, sand...    3.30
3271   11613      1100                   Borage, raw (Borago officinalis)    3.30
3663   12118      1200  Nuts, coconut milk, canned (liquid expressed f...    3.30
1963    8452       800   Cereals, QUAKER, Whole Wheat Natural Cereal, dry    3.30
1283    6126       600                                 Gravy, turkey, dry    3.29
5764   18261      1800  English muffins, mixed-grain, toasted (include...    3.29
3635   12062      1200                            Nuts, almonds, blanched    3.28
5840   18353      1800                      Rolls, hard (includes kaiser)    3.28
8662   43128      1600                                  Chicken, meatless    3.27
4168   14063      1400        Beverages, chocolate powder, no sugar added    3.27
2196    9085       900            Currants, zante, dried (Vitis vinifera)    3.26
2115    8709       800  Cereals ready-to-eat, MOM'S BEST, Sweetened WH...    3.26
5625   18084      1800                 Bread stuffing, cornbread, dry mix    3.25
5859   18374      1800       Leavening agents, yeast, baker's, compressed    3.25
4482   15001      1500  Fish, anchovy, european, raw (Engraulis encras...    3.25
8109   28307      1800  Bread, naan, plain, commercially prepared, ref...    3.25
3089   11362      1100            Potatoes, raw, skin (Solanum tuberosum)    3.24
1935    8353       800  Cereals ready-to-eat, QUAKER, MOTHER'S Cinnamo...    3.24
4751   16011      1600   Beans, baked, canned, with pork and tomato sauce    3.24
3679   12141      1200  Nuts, mixed nuts, dry roasted, with peanuts, s...    3.22
5672   18158      1800  Cookies, chocolate chip, commercially prepared...    3.22
6536   20073      2000      Wheat, soft red winter (Triticum aestivum L.)    3.21
2997   11248      1100            Lentils, sprouted, raw (Lens culinaris)    3.21
5828   18338      1800                                       Phyllo dough    3.21
8091   28289      1800  Cookie, vanilla with caramel, coconut, and cho...    3.20
8060   28258      1800  AUSTIN, Cheddar Cheese on Wafer Crackers, sand...    3.20
8179   28378      1800              PEPPERIDGE FARM, Cinnamon Swirl Bread    3.20
1995    8538       800  Cereals ready-to-eat, KASHI, HEART TO HEART, O...    3.20
5031   16514      1600   WORTHINGTON Low Fat Fri Chik, canned, unprepared    3.20
5041   16525      1600         WORTHINGTON Chic-Ketts, frozen, unprepared    3.20
5046   16531      1600      WORTHINGTON Prosage Links, frozen, unprepared    3.20
8070   28268      1800                               KEEBLER, Sugar Cones    3.20
8074   28272      1800           MURRAY, Chocolate Creme Sandwich Cookies    3.20
5060   16555      1600  MORNINGSTAR FARMS Buffalo Wings, frozen, unpre...    3.20
8077   28275      1800          MURRAY, Old Fashioned Gingersnaps Cookies    3.20
8079   28277      1800         MURRAY, SUGAR FREE, Chocolate Chip Cookies    3.20
7917   28113      1800  KEEBLER, 100 Calorie RIGHT BITES, CHIPS DELUXE...    3.20
7889   28083      1800  KEEBLER, FUDGE SHOPPE, Triple Fudge Filled Coo...    3.20
3462   11848      1100  Pumpkin leaves, cooked, boiled, drained, with ...    3.20
6034   18986      1800  AUSTIN, Grilled Cheese on Wafer Crackers, sand...    3.20
6032   18984      1800  AUSTIN, Cheddar Cheese on Cheese Crackers, san...    3.20
7840   28032      1800                        GIRL SCOUTS, Samoas Cookies    3.20
3139   11419      1100  Pumpkin leaves, cooked, boiled, drained, witho...    3.20
7857   28050      1800          KEEBLER, Club & Cheddar Sandwich Crackers    3.20
7856   28049      1800        KEEBLER, Cheese & Cheddar Sandwich Crackers    3.20
2038    8608       800          Cereals ready-to-eat, KASHI Berry Blossom    3.20
7880   28074      1800       KEEBLER, E.L. FUDGE, Butter Flavored Cookies    3.20
