Long_Desc                                                                  VITA_RAE
KASHI, TLC, Honey Sesame Crackers                                           12.0
Candies, caramels                                                           12.0
Sherbet, orange                                                             12.0
Fruit cocktail, (peach and pineapple and pear and grape and cherry), c      12.0
Corn, sweet, yellow, frozen, kernels on cob, cooked, boiled, drained,       12.0
Corn, sweet, yellow, frozen, kernels on cob, unprepared                     12.0
Currants, european black, raw (Ribes nigrum)                                12.0
Bananas, dehydrated, or banana powder                                       12.0
Bread, white, prepared from recipe, made with nonfat dry milk               12.0
Cake, white, prepared from recipe with coconut frosting                     12.0
Cookies, sugar, refrigerated dough, baked                                   12.0
Crackers, rusk toast                                                        12.0
Doughnuts, cake-type, chocolate, sugared or glazed                          12.0
Corn with red and green peppers, canned, solids and liquids                 12.0
Plums, canned, purple, light syrup pack, solids and liquids                 12.0
Oranges, raw, navels (Citrus sinensis)                                      12.0
Mammy-apple, (mamey), raw (Mammea americana)                                12.0
Oranges, raw, California, valencias (Citrus sinensis)                       12.0
Cherries, sweet, canned, pitted, heavy syrup, drained                       12.0
Beans, shellie, canned, solids and liquids                                  11.0
Doughnuts, yeast-leavened, with creme filling                               11.0
Tomatoes, crushed, canned                                                   11.0
Pie, apple, prepared from recipe                                            11.0
Squash, summer, all varieties, cooked, boiled, drained, without salt        11.0
Squash, summer, all varieties, cooked, boiled, drained, with salt           11.0
Corn flour, yellow, masa, enriched                                          11.0
Cookies, sugar, refrigerated dough                                          11.0
Seeds, breadnut tree seeds, dried                                           11.0
Lima beans, immature seeds, frozen, fordhook, unprepared                    11.0
Beans, baked, canned, with beef                                             11.0
Cornmeal, degermed, enriched, yellow                                        11.0
Cornmeal, whole-grain, yellow                                               11.0
Corn flour, yellow, degermed, unenriched                                    11.0
Corn flour, whole-grain, yellow                                             11.0
Corn grain, yellow (Zea mays mays L.)                                       11.0
Squash, summer, scallop, raw (Cucurbita spp.)                               11.0
Crackers, cheese, sandwich-type with cheese filling                         11.0
Oranges, raw, Florida (Citrus sinensis)                                     11.0
Fruit juice smoothie, ODWALLA, strawberry banana                            11.0
Oranges, raw, all commercial varieties (Citrus sinensis)                    11.0
Cornmeal, yellow, self-rising, degermed, enriched                           11.0
Cornmeal, degermed, unenriched, yellow                                      11.0
Cereals, corn grits, yellow, regular and quick, unenriched, dry             11.0
Blackberries, raw (Rubus spp.)                                              11.0
Blackberries, canned, heavy syrup, solids and liquids                       11.0
Orange juice, raw                                                           10.0
Succotash, (corn and limas), frozen, cooked, boiled, drained, with sal      10.0
Squash, summer, crookneck and straightneck, frozen, cooked, boiled, dr      10.0
Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, wit      10.0
Fruit cocktail, (peach and pineapple and pear and grape and cherry), c      10.0
Pie fillings, canned, cherry                                                10.0
Corn, sweet, yellow, frozen, kernels cut off cob, unprepared                10.0
Lima beans, immature seeds, raw (Phaseolus lunatus)                         10.0
Fruit cocktail, (peach and pineapple and pear and grape and cherry), c      10.0
Fruit cocktail, (peach and pineapple and pear and grape and cherry), c      10.0
Corn, sweet, yellow, frozen, kernels, cut off cob, boiled, drained, wi      10.0
Lima beans, immature seeds, frozen, fordhook, cooked, boiled, drained,      10.0
